ID,ID
"First Name","الاسم الاول"
"Last Name","الكنية"
Email,بريد إلكتروني
Group,مجموعة
"Save And Continue Edit","حفظ ومتابعة التحرير"
Delete,حذف
"Edit Author '%1'","تحرير المؤلف '%1'"
"New Author","مؤلف جديد"
"Author Information","معلومات الكاتب"
Customer,عميل
"Display Name","اسم العرض"
"This name will be displayed on frontend","سيتم عرض هذا الاسم في الواجهة الأماميةd"
Status,حالة
"Short Description","وصف قصير"
Avatar,الصورة الرمزية
"URL Key","مفتاح URL"
"Full URL","URL كامل"
Facebook,Facebook
"Facebook URL","Facebook URL"
Twitter,Twitter
"Twitter URL","Twitter URL"
"Author Info","معلومات المؤلف"
Name,اسم
Published,نشرت
Posts,المشاركات
Categories,فئات
"Create New Blog Category","إنشاء فئة مدونة جديدة"
Duplicate,ينسخ
"Save Category","حفظ الفئة"
"Delete Category","حذف الفئة"
Reset,إعادة ضبط
"New Child 123 Category","طفل جديد 123 فئة"
"New Root 12 Category","فئة جديدة جذر 12"
"Category Information","معلومات الفئة"
"Store Views","آراء المتجر"
"Meta Title","بعد العنوان"
"Meta Description","ميتا الوصف"
"Meta Keywords","كلمات دلالية"
"Meta Robots","ميتا روبوتات"
Category,فئة
Position,موضع
"Category Data","بيانات الفئة"
"Category information","معلومات الفئة"
"New Comment","تعليق جديد"
"Save and Continue Edit","حفظ ومتابعة التحرير"
"Edit Comment","تعديل التعليق"
"Comment Details","تفاصيل التعليق"
Post,بريد
Content,المحتوى
"View On Front End","عرض على الواجهة الأمامية"
Comment,تعليق
"Comment Information","معلومات التعليق"
"Check Connection","تفقد الإتصال"
"Import Setting","إعداد الاستيراد"
"Import Settings","اعدادات مهمه"
"Import Type","نوع الاستيراد"
" Import"," يستورد"
"Database Name","اسم قاعدة البيانات"
"Your SQL database name","اسم قاعدة بيانات SQL الخاصة بك"
"Database User Name","اسم مستخدم قاعدة البيانات"
"Your SQL database User name","اسم مستخدم قاعدة بيانات SQL الخاصة بك"
"Database Password","كلمة مرور قاعدة البيانات"
"Your SQL database Password","كلمة مرور قاعدة بيانات SQL الخاصة بك"
"Database Host","مضيف قاعدة البيانات"
"Your SQL database Hostname","اسم مضيف قاعدة بيانات SQL الخاص بك"
"Table Prefix","بادئة الجدول"
"Your table prefix name","اسم بادئة الجدول الخاص بك"
"Import Behaviour","سلوك الاستيراد"
"This action is applied to all data","يتم تطبيق هذا الإجراء على كافة البيانات"
"Allow update content on existing URL-key","السماح بمحتوى التحديث على مفتاح URL الموجود"
"If <b>Yes</b>, content will be updated on posts with existing url-key. Select <b>No</b> to add a new post","إذا <b> نعم </ b> ، سيتم تحديث المحتوى في المشاركات ذات مفتاح url الموجود. حدد <b> لا </ b> لإضافة رسالة جديدة"
"Image Path Hint","تلميح مسار الصورة"
"Create New Post","إنشاء منشور جديد"
Save,يحفظ
"Save as Draft","حفظ كمسودة"
" Save & add History"," احفظ وأضف التاريخ"
"Edit History Post '%1'","تحرير نشر المحفوظات '٪ 1'"
"Edit Post '%1'","تحرير المنشور '%1"
"New Post","منشور جديد"
"Store View","عرض المتجر"
Topics,المواضيع
Tags,العلامات
"Modified by","تم التعديل بواسطة"
"Modified At","تم التعديل في"
Action,عمل
"Edit History","تحرير المحفوظات"
"Post Information","معلومات المشاركة"
Author,مؤلف
Image,صورة
"The appropriate size is 265px * 250px.","الحجم المناسب هو 265 بكسل * 250 بكسل."
"In RSS","في RSS"
"Allow Comment","السماح بالتعليق"
"Publish Date","تاريخ النشر"
"Search Engine Optimization","محرك البحث الأمثل"
Design,تصميم
Layout,تخطيط
Sku,Sku
Products,منتجات
"New Category","فئة جديدة"
Edit,يحرر
Preview,معاينة
Restore,يعيد
" [deleted]","[تم الحذف]"
"All Store Views","جميع مشاهدات المتجر"
"New Tag","علامة جديدة"
"New Topic","موضوع جديد"
"Delete Image","حذف صورة"
"Create New Tag","إنشاء علامة جديدة"
"Edit Tag '%1'","تحرير العلامة '%1'"
"Create Tag","إنشاء علامة"
"Tag Information","معلومات العلامة"
Description,وصف
Tag,بطاقة شعار
"Create New Topic","إنشاء موضوع جديد"
"Edit Topic '%1'","تحرير موضوع '%1'"
"Create Topic","إنشاء موضوع"
"Topic Information","معلومات الموضوع"
Topic,عنوان
Blog,مقالات
"No Categories.","لا فئات."
"<i class=""mp-blog-icon mp-blog-calendar-times""></i> %1","<i class=""mp-blog-icon mp-blog-calendar-times""></i> %1"
"| Posted in %1"،"| تم النشر في %1"
"| <i class=""mp-blog-icon mp-blog-user""></i> %1","| <i class=""mp-blog-icon mp-blog-user""></i> %1"
"| <i class=""mp-blog-icon mp-blog-comments"" aria-hidden=""true""></i> %1","| <i class=""mp-blog-icon mp-blog-comments"" aria-hidden=""true""></i> %1"
"| <i class=""mp-blog-icon mp-blog-traffic"" aria-hidden=""true""></i> %1","| <i class=""mp-blog-icon mp-blog-traffic"" aria-hidden=""true""></i> %1"
"| <i class=""mp-blog-icon mp-blog-thumbs-up"" aria-hidden=""true""></i> %1","| <i class=""mp-blog-icon mp-blog-thumbs-up"" aria-hidden=""true""></i> %1"
Home,الصفحة الرئيسية
"Go to Home Page","اذهب إلى الصفحة الرئيسية"
"Monthy Archive","الأرشيف الشهري"
"Related Posts %1","الوظائف ذات الصلة %1"
"Related Posts","المنشورات ذات الصلة"
"List Posts from %1","قائمة المشاركات من %1"
Reply,رد
"Site Map","خريطة الموقع"
"This author no longer exists.","هذا المؤلف لم يعد موجودا."
"You can not delete this author. This is the author of %1 post(s)","لا يمكنك حذف هذا المؤلف. هذا هو مؤلف %1 مشاركة"
"The Author has been deleted.","تم حذف المؤلف."
"Author to delete was not found.","لم يتم العثور على المؤلف المطلوب حذفه."
"Author Management","إدارة المؤلف"
Authors,المؤلفون
"Please correct the data sent.","الرجاء تصحيح البيانات المرسلة."
"Something went wrong while saving the Post.","حدث خطأ ما أثناء حفظ المنشور."
"One of the authors has post. You can not delete this one.","أحد المؤلفين لديه وظيفة. لا يمكنك حذف هذا."
"Something went wrong while updating status for %1.","حدث خطأ أثناء تحديث حالة %1."
"A total of %1 record(s) have been removed.","تمت إزالة إجمالي %1 سجل (سجلات)."
"A total of %1 record(s) have been updated.","تم تحديث إجمالي %1 سجل (سجلات)."
"The Author has been saved.","تم حفظ المؤلف."
"Something went wrong while saving the Author.","حدث خطأ ما أثناء حفظ المؤلف."
"This category no longer exists.","هذه الفئة لم تعد موجودة."
"The Blog Category has been deleted.","تم حذف فئة المدونة."
"Blog Category to delete was not found.","لم يتم العثور على فئة المدونة المطلوب حذفها."
"%1 (ID: %2)","%1 (المعرف: %2)"
"New Child Category","فئة الطفل الجديد"
"New Root Category","فئة جذر جديدة"
"Manage Categories","إدارة الفئات"
"There was a Blog category move error.","كان هناك خطأ في نقل فئة المدونة."
"You moved the Blog category","قمت بنقل فئة المدونة"
"You saved the category.","لقد حفظت الفئة."
"Something went wrong while saving the category.","حدث خطأ ما أثناء حفظ الفئة."
"You saved the Blog Category.","قمت بحفظ فئة المدونة."
"This comment no longer exists.","هذا التعليق لم يعد موجودا."
"The Comment has been deleted.","تم حذف التعليق."
"Comment to delete was not found.","لم يتم العثور على تعليق للحذف."
Comments,تعليقات
"Something went wrong while saving the Comment.","حدث خطأ ما أثناء حفظ التعليق."
"Total of %1 comments has been deleted.","تم حذف مجموع %1 من التعليقات."
"Something wrong when delete Comments.","شيء خاطئ عند حذف التعليقات."
"Something went wrong while updating status","حدث خطأ ما أثناء تحديث الحالة"
"The comment has been saved.","تم حفظ التعليق."
"This History no longer exists.","هذا التاريخ لم يعد موجودا."
"The Post History has been deleted.","تم حذف محفوظات النشر."
"Post History to delete was not found.","لم يتم العثور على سجل النشر المطلوب حذفه."
"Post History","تاريخ النشر"
"Edit Post History","تحرير محفوظات النشر"
"The Post History has been restore.","تمت استعادة "تاريخ النشر"."
"Post History to restore was not found.","لم يتم العثور على سجل المشاركة المراد استعادته."
"The post history has been saved.","تم حفظ محفوظات البريد."
Import,يستورد
"You have replaced and updated %1 %2 successful. Skipped %3 %2.","لقد نجحت في استبدال % %2 وتحديثه. تم تخطي %3 %2."
"You have deleted %1 successful.","لقد قمت بحذف %1 بنجاح."
"You have imported %1 %2 successful. Skipped %3 %2.","لقد قمت باستيراد %1 %2 بنجاح. تم تخطيه %3 %2."
"There are no records are updated.","لا توجد سجلات يتم تحديثها."
"Can not make import, please check your table prefix OR import type and try again.","لا يمكن إجراء الاستيراد ، يرجى التحقق من بادئة الجدول أو نوع الاستيراد والمحاولة مرة أخرى."
"This post no longer exists.","هذه الوظيفة لم تعد موجودة."
"The Post has been deleted.","تم حذف الوظيفة."
"Post to delete was not found.","لم يتم العثور على المشاركة المراد حذفها."
"Posts has been deleted.","لم يتم العثور على المشاركة المراد حذفها."
"Something wrong when delete Posts.","تم حذف المشاركات."
"The post has been saved.","تم حفظ هذا المنصب."
"Record Id %1 like the one you want to save.","سجل المعرف %1 مثل الذي تريد حفظه."
"Something went wrong while saving the Post History.","حدث خطأ ما أثناء حفظ محفوظات النشر."
"This tag no longer exists.","هذه العلامة لم تعد موجودة."
"The Tag has been deleted.","تم حذف العلامة."
"Tag to delete was not found.","لم يتم العثور على العلامة المطلوب حذفها."
"Something went wrong while saving the Tag.","حدث خطأ ما أثناء حفظ العلامة."
"Tags has been deleted.","تم حذف العلامات."
"Something wrong when delete Tag.","حدث خطأ عند حذف العلامة."
"You saved the tag.","لقد حفظت العلامة."
"Something went wrong while saving the tag.","حدث خطأ ما أثناء حفظ العلامة."
"The Tag has been saved.","تم حفظ العلامة."
"This topic no longer exists.","هذا الموضوع لم يعد موجودا."
"The Topic has been deleted.","تم حذف الموضوع."
"Topic to delete was not found.","لم يتم العثور على الموضوع المطلوب حذفه."
"Something went wrong while saving the Topic.","حدث خطأ ما أثناء حفظ الموضوع."
"Topics has been deleted.","تم حذف المواضيع."
"Something wrong when delete Topics.","حدث خطأ عند حذف المواضيع."
"You saved the topic.","لقد حفظت الموضوع."
"Something went wrong while saving the topic.","حدث خطأ ما أثناء حفظ الموضوع."
"The Topic has been saved.","تم حفظ الموضوع."
"Register Successful","تم التسجيل بنجاح"
"Author Edited Successful","تم تحرير المؤلف بنجاح"
"The post has been deleted.","تم حذف الوظيفة."
"Just now","الآن"
"Action not found.","لم يتم العثور على الإجراء."
"Can't Like Post.","لا يمكن الإعجاب بالبريد."
"Can't Dislike Post.","لا يمكن عدم الإعجاب بالنشر."
"Unable to generate url key. Please check the setting and try again.","تعذر إنشاء مفتاح URL. يرجى التحقق من الإعداد وحاول مرة أخرى."
"Invalid post id %1","معرف المشاركة غير صالح %1"
"The ""%1"" Post doesn't exist.","المشاركة ""1"" غير موجودة."
"Invalid tag id %1","معرف العلامة غير صالح %1"
"The ""%1"" Tag doesn't exist.","العلامة ""1"" غير موجودة."
"Invalid topic id %1","معرف الموضوع غير صالح %1"
"The ""%1"" Topic doesn't exist.","الموضوع ""%1"" غير موجود."
"The ROOT Category can not remove.","لا يمكن إزالة فئة الجذر."
"Invalid category id %1","معرف فئة غير صالح %1"
"The ""%1"" Category doesn't exist.","الفئة ""1"" غير موجودة."
"Invalid author id %1","معرف المؤلف غير صالح %1"
"The ""%1"" Author doesn't exist.","المؤلف ""%1"" غير موجود."
"Sorry, but we can't move the Blog Category because we can't find the new parent Blog Category you selected.","معذرةً ، لكن لا يمكننا نقل فئة المدونة لأننا لا نستطيع العثور على فئة المدونة الأصلية الجديدة التي حددتها."
"We can't perform this Blog Category move operation because the parent Blog Category matches the child Blog Category.","لا يمكننا إجراء عملية نقل فئة المدونة هذه لأن فئة المدونة الأصلية تطابق فئة المدونة الفرعية."
"Pagination value must be a positive integer.","يجب أن تكون قيمة ترقيم الصفحات عددًا صحيحًا موجبًا."
Pending,قيد الانتظار
Approved,وافق
Disapproved,مرفوض
"Created by Admin","تم إنشاؤها بواسطة المسؤول"
"Customer Register","سجل العميل"
Light,خفيفة
Dark,داكن
Social,اجتماعي
"Reverse time","عكس الوقت"
Time,وقت
Spam,رسائل إلكترونية مزعجة
"Default Comment","التعليق الافتراضي"
"Disqus Comment","تعليق Disqus"
"Facebook Comment","تعليق الفيسبوك"
"Disable Completely","تعطيل تماما"
"List View","عرض القائمة"
"Grid View","عرض شبكي"
"Add / Update","إضافة / تحديث"
Replace,يستبدل
"-- Please Select --","-- الرجاء التحديد --"
Wordpress,وورد
"AheadWorks Blog [Magento 1]","مدونة AheadWorks [Magento 1]"
"MageFan Blog [Magento 2]","مدونة MageFan [Magento 2]"
Slider,المنزلق
Grid,شبكة
Left,متبقى
Right,حق
New,جديد
"If there are no custom parent categories, please use the default parent category. You can reassign the category at any time in <a href=""%1"" target=""_blank"">Blogs &gt; Categories</a>.","إذا لم تكن هناك فئات رئيسية مخصصة ، فيرجى استخدام الفئة الرئيسية الافتراضية. يمكنك إعادة تعيين الفئة في أي وقت في <a href=""%1"" target=""_blank"">فئات &gt; المدونات</a>."
"Are you sure you want to delete this Category?","هل أنت متأكد أنك تريد حذف هذه الفئة؟"
"This operation can take a long time","يمكن أن تستغرق هذه العملية وقتًا طويلاً"
"Personal Information","معلومات شخصية"
"Sign Up for Newsletter","الاشتراك في النشرة الإخبارية"
"Address Information","معلومات العنوان"
Address,تبوك
"Street Address %1","عنوان الشارع %1"
"Please select a region, state or province.","الرجاء تحديد منطقة أو ولاية أو مقاطعة."
"* Required Fields","* الحقول المطلوبة"
"Sign-in Information","معلومات تسجيل الدخول"
Password,كلمة المرور
"Password Strength","قوة كلمة المرور"
"No Password","لا توجد كلمة مرور"
"Confirm Password","تأكيد كلمة المرور"
"Create an Account","انشئ حساب"
Back,عودة
"Sign Up to be an Author","سجل لتكون مؤلفا"
"Signup Author","مؤلف الاشتراك"
"Facebook Link","رابط الفيسبوك"
"Twitter Link","رابط تويتر"
Submit,يقدم
Sitemap,خريطة الموقع
"Monthly Archive","الأرشيف الشهري"
"Your account must be licensed in order to perform the Post creation and management function","يجب أن يتم ترخيص حسابك لأداء وظيفة إنشاء وإدارة المنشورات"
"Add New Post","أضف منشور جديد"
"Read More","قراءة المزيد"
"There are no posts at this moment","لا توجد مشاركات في هذه اللحظة"
"Post Name","اسم الوظيفة"
"Post Content","آخر المحتوى"
"Select Category","اختر الفئة"
"Select Topic","حدد الموضوع"
"Select Tag","حدد علامة"
No,رقم
Yes,نعم
"No Related Posts","لا يوجد منشورات ذي علاقة"
"View: %1","طريقة العرض: %1"
"Categories: %1","الفئات: %1"
"Tags: %1","العلامات: %1"
"By: %1","بواسطة: %1"
"Modify By: %1 at %2","تعديل بواسطة: %1 في %2"
"Did you find it helpful?","هل وجدتها تساعد؟"
LIKE,مثل
DISLIKE,لم يعجبنى
"Share this post","شارك هذا المنشور"
"About the Author","نبذة عن الكاتب"
"Related Products","منتجات ذات صله"
Login,تسجيل الدخول
"Your display name","اسم العرض الخاص بك"
"Your email","بريدك الالكتروني"
"Type comments here...","اكتب التعليقات هنا ..."
Like,مثل
"We can't find products matching the selection.","لا يمكننا العثور على منتجات مطابقة للاختيار."
"Add to Cart","أضف إلى السلة"
"In stock","في المخزن"
"Out of stock","إنتهى من المخزن"
"Learn More","يتعلم أكثر"
Popular,شائع
"No Posts","لا توجد مشاركات"
Latest,آخر
Search,بحث
"Search blogs here...","ابحث في المدونات هنا ..."
"Read more","قراءة المزيد"
"Warning message","رسالة تحذير"
Ok,Ok
Cancel,يلغي
"Select Customer","حدد العميل"
"Edit Post","تعديل المنشور"
"Duplicate Post","مشاركة مكررة"
"Better Blog","أفضل مدونة"
General,عام
Enable,ممكن
"Blog Name","اسم المدونة"
"Route Name","اسم الطريق"
"URL Suffix","لاحقة URL"
"Leave empty for no suffix. Default: html","اتركه فارغا لعدم وجود لاحقة. الافتراضي: html"
"Show Blog Link in Top Menu","إظهار ارتباط المدونة في القائمة العلوية"
"Show Blog Link in Footer links","إظهار ارتباط المدونة في روابط التذييل"
"Display author","عرض المؤلف"
"Display sitemap","عرض خريطة الموقع"
"Date format","صيغة التاريخ"
"Limit related post","تحديد وظيفة ذات صلة"
"Number of related post in post view page","عدد المنشورات ذات الصلة في صفحة عرض المشاركة"
"Display Related Posts Mode","عرض وضع المشاركات ذات الصلة"
"Display Blogs Mode","عرض وضع المدونات"
"Blogs per Page Allowed Values","المدونات لكل صفحة القيم المسموح بها"
Comma-separated.,مفصولة بفواصل.
"Choose blog's color","اختر لون المدونة"
"Allows customers to register as an author","يسمح للعملاء بالتسجيل كمؤلف"
"Automatically approve requests","الموافقة على الطلبات تلقائيًا"
"Automatically approve customer's posts","الموافقة تلقائيًا على مشاركات العميل"
"Limit of Posts History","حد محفوظات المشاركات"
"Limit number of post history","الحد من عدد محفوظات النشر"
"Allow Voting for Helpfulness","السماح بالتصويت على الفائدة"
"Select Yes to allow selected group(s) below to vote for helpfulness.","حدد "نعم" للسماح للمجموعة (المجموعات) المحددة أدناه بالتصويت للمساعدة."
"Restrict Rating for","تقييد التقييم لـ"
"Select customer group(s) allowed to vote for helpfulness.","حدد مجموعة (مجموعات) العملاء المسموح لها بالتصويت على المساعدة."
"Related Products Content","محتوى المنتجات ذات الصلة"
"Product Detail Page","صفحة تفاصيل المنتج"
"Enable Related Posts","تمكين المنشورات ذات الصلة"
"Show/Hide related posts tab in product page","إظهار / إخفاء علامة تبويب المنشورات ذات الصلة في صفحة المنتج"
"Limit of Related Posts","حدود الوظائف ذات الصلة"
"Limit number of related posts in product page tab","الحد من عدد المنشورات ذات الصلة في علامة تبويب صفحة المنتج"
"Post View Page","صفحة عرض المشاركة"
"Enable Related Products","تمكين المنتجات ذات الصلة"
"Display Related Products Mode","عرض وضع المنتجات ذات الصلة"
"Limit of Related Products","حدود المنتجات ذات الصلة"
"Limit number of related products in post view page","الحد من عدد المنتجات ذات الصلة في صفحة عرض المشاركة"
"Title of Related Products","عنوان المنتجات ذات الصلة"
"Title of related products in post view page","عنوان المنتجات ذات الصلة في صفحة عرض المشاركة"
Sidebar,الشريط الجانبي
"Number of recent posts","عدد المشاركات الأخيرة"
"Number of most view posts","عدد المشاركات الأكثر مشاهدة"
"Sidebar Location","موقع الشريط الجانبي"
"Enable Search Box","تمكين مربع البحث"
"Maximum Query Result","نتيجة الاستعلام القصوى"
"Min Chars","دقيقة حرف"
"Visible Image","الصورة المرئية"
"Description length","طول الوصف"
"Enable Monthly Archive","تمكين الأرشيف الشهري"
"Number of records","عدد السجلات"
"Type of Datetime","نوع التاريخ والوقت"
"Type of comment","نوع التعليق"
"Need for Approval","الحاجة للموافقة"
"If yes, the comment will not be shown until approved by Admin.","إذا كانت الإجابة بنعم ، فلن يتم عرض التعليق حتى يوافق عليه المسؤول."
"Disqus unique name","Disqus فريد نامe"
"Facebook: AppID","الفيسبوك: معرف التطبيق"
"Facebook: Number of comment","Facebook: عدد التعليقات"
"The number of comments to show by default. The minimum value is 1.","عدد التعليقات المراد إظهارها افتراضيًا. الحد الأدنى للقيمة هو 1."
"Facebook: Color scheme","فيسبوك: نظام الألوان"
Light/Dark,فاتح / داكن
"Facebook: Order by","الفيسبوك: ترتيب حسب"
"The order to use when displaying comments. Can be ""social"", ""reverse_time"", or ""time"".","ترتيب الاستخدام عند عرض التعليقات. يمكن أن يكون ""جتماعيًا"" أو ""وقت_عكسي"" أو ""وقت"""
SEO,SEO
"Meta title","عنوان الفوقية"
"Meta description","ميتا الوصف"
"Meta keywords","كلمات دلالية"
"Meta robots","الروبوتات الفوقية"
"Article Snippet","المادة مقتطف"
"Organize or Website name","تنظيم أو اسم الموقع"
Logo,Logo
"Choose your website or organize logo. (jpeg, gif, png)","اختر موقع الويب الخاص بك أو تنظيم الشعار. (jpeg، gif، png)"
"Social Sharing","مشاركه إجتماعيه"
"Addthis.com PubId","PubId Addthis.com"
"Category Name","اسم التصنيف"
"Parent Category","القسم الرئيسي"
"Tag Name","اسم العلامة"
"Topic Name","اسم الموضوع"
"Create New Author","إنشاء مؤلف جديد"
"Delete Authors","حذف المؤلفين"
"Are you sure you wan't to delete selected Authors?","هل أنت متأكد أنك لا تريد حذف المؤلفين المحددين؟"
"Change status","تغيير الوضع"
Type,اكتب
"Qty of Post","الكمية من البريد"
Created,مخلوق
Modified,المعدل
"Delete Comments","حذف التعليقات"
"Are you sure you wan't to delete selected Comments?","هل أنت متأكد أنك لا تريد حذف التعليقات المحددة؟"
"Delete Posts","حذف المشاركات"
"Are you sure you wan't to delete selected Posts?","هل أنت متأكد أنك لا تريد حذف المشاركات المختارة؟"
"Add New Tag","أضف علامة جديدة"
"Delete Tags","حذف العلامات"
"Are you sure you wan't to delete selected Tags?","هل أنت متأكد أنك لا تريد حذف العلامات المحددة؟"
Disable,إبطال
"Add New Topic","أضف موضوع جديد"
"Delete Topics","حذف المواضيع"
"Are you sure you wan't to delete selected Topics?","هل أنت متأكد أنك لا تريد حذف المواضيع المختارة؟"
"Post List","قائمة المشاركة"
Signup,اشتراك
